region,week,pango,who,variant,pct,pct_ci_lo,pct_ci_hi
1,2022-07-16,BA.4.6,Omicron,Other,2.4,1.6,3.5
1,2022-07-16,BA.5,Omicron,BA.5,76.9,74.4,79.3
1,2022-07-16,BA.5.2.6,Omicron,BA.5,0.1,0,0.5
1,2022-07-16,BF.11,NA,Other,0,NA,NA
1,2022-07-16,BF.7,NA,Other,0,NA,NA
1,2022-07-16,BN.1,NA,Other,0,NA,NA
1,2022-07-16,BQ.1,Omicron,Other,0,NA,NA
1,2022-07-16,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-07-16,Other,NA,Other,0,NA,NA
1,2022-07-16,XBB,Omicron,Other,0,NA,NA
1,2022-07-16,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-07-23,B.1.1.529,NA,BA.1,0.1,0,0.5
1,2022-07-23,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-07-23,BA.1.1,Omicron,BA.1,0.1,0,0.5
1,2022-07-23,BA.2,Omicron,BA.2,1.8,1,2.8
1,2022-07-23,BA.2.12.1,Omicron,BA.2.12,6.8,5.5,8.3
1,2022-07-23,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-07-23,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-07-23,BA.4,Omicron,BA.4,7.9,6.3,9.8
1,2022-07-23,BA.4.6,Omicron,Other,3.6,2.7,4.8
1,2022-07-23,BA.5,Omicron,BA.5,79.4,76.5,82.2
1,2022-07-23,BA.5.2.6,Omicron,BA.5,0.1,0,0.7
1,2022-07-23,BF.11,NA,Other,0,NA,NA
1,2022-07-23,BF.7,NA,Other,0.1,0,0.5
1,2022-07-23,BN.1,NA,Other,0,NA,NA
1,2022-07-23,BQ.1,Omicron,Other,0,NA,NA
1,2022-07-23,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-07-23,Other,NA,Other,0.1,0,0.4
1,2022-07-23,XBB,Omicron,Other,0,NA,NA
1,2022-07-23,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-07-30,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-07-30,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-07-30,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-07-30,BA.2,Omicron,BA.2,1.3,0.6,2.5
1,2022-07-30,BA.2.12.1,Omicron,BA.2.12,2.2,1.3,3.6
1,2022-07-30,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-07-30,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-07-30,BA.4,Omicron,BA.4,8.7,6.7,11
1,2022-07-30,BA.4.6,Omicron,Other,3,1.9,4.6
1,2022-07-30,BA.5,Omicron,BA.5,84.4,81.5,86.9
1,2022-07-30,BA.5.2.6,Omicron,BA.5,0.3,0,1.9
1,2022-07-30,BF.11,NA,Other,0,0,0.6
1,2022-07-30,BF.7,NA,Other,0,NA,NA
1,2022-07-30,BN.1,NA,Other,0,NA,NA
1,2022-07-30,BQ.1,Omicron,Other,0,NA,NA
1,2022-07-30,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-07-30,Other,NA,Other,0,NA,NA
1,2022-07-30,XBB,Omicron,Other,0,NA,NA
1,2022-07-30,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-08-06,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-08-06,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-08-06,BA.1.1,Omicron,BA.1,0.1,0,0.4
1,2022-08-06,BA.2,Omicron,BA.2,0.6,0.2,1.6
1,2022-08-06,BA.2.12.1,Omicron,BA.2.12,2,0.9,3.8
1,2022-08-06,BA.2.75,Omicron,BA.2.75,0.2,0,0.7
1,2022-08-06,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-08-06,BA.4,Omicron,BA.4,6.6,4.9,8.6
1,2022-08-06,BA.4.6,Omicron,Other,5.4,4.1,6.9
1,2022-08-06,BA.5,Omicron,BA.5,84.4,80.9,87.4
1,2022-08-06,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-08-06,BF.11,NA,Other,0.1,0,0.5
1,2022-08-06,BF.7,NA,Other,0.7,0.3,1.3
1,2022-08-06,BN.1,NA,Other,0,NA,NA
1,2022-08-06,BQ.1,Omicron,Other,0,NA,NA
1,2022-08-06,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-08-06,Other,NA,Other,0,NA,NA
1,2022-08-06,XBB,Omicron,Other,0,NA,NA
1,2022-08-06,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-08-13,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-08-13,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-08-13,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-08-13,BA.2,Omicron,BA.2,0.7,0.3,1.5
1,2022-08-13,BA.2.12.1,Omicron,BA.2.12,0.9,0.4,1.5
1,2022-08-13,BA.2.75,Omicron,BA.2.75,0.1,0,0.5
1,2022-08-13,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-08-13,BA.4,Omicron,BA.4,5.4,3.7,7.7
1,2022-08-13,BA.4.6,Omicron,Other,6.6,5.1,8.3
1,2022-08-13,BA.5,Omicron,BA.5,85.3,82.9,87.4
1,2022-08-13,BA.5.2.6,Omicron,BA.5,0.2,0,1
1,2022-08-13,BF.11,NA,Other,0.2,0,0.6
1,2022-08-13,BF.7,NA,Other,0.7,0.3,1.5
1,2022-08-13,BN.1,NA,Other,0,NA,NA
1,2022-08-13,BQ.1,Omicron,Other,0,NA,NA
1,2022-08-13,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-08-13,Other,NA,Other,0,NA,NA
1,2022-08-13,XBB,Omicron,Other,0,NA,NA
1,2022-08-13,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-08-20,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-08-20,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-08-20,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-08-20,BA.2,Omicron,BA.2,0.3,0.1,0.8
1,2022-08-20,BA.2.12.1,Omicron,BA.2.12,0.7,0.2,1.6
1,2022-08-20,BA.2.75,Omicron,BA.2.75,0.2,0,0.6
1,2022-08-20,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-08-20,BA.4,Omicron,BA.4,6.1,3.3,10
1,2022-08-20,BA.4.6,Omicron,Other,9.3,7.8,11.1
1,2022-08-20,BA.5,Omicron,BA.5,82.3,79,85.2
1,2022-08-20,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-08-20,BF.11,NA,Other,0.1,0,0.4
1,2022-08-20,BF.7,NA,Other,0.9,0.4,1.6
1,2022-08-20,BN.1,NA,Other,0,NA,NA
1,2022-08-20,BQ.1,Omicron,Other,0,0,0.4
1,2022-08-20,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-08-20,Other,NA,Other,0.2,0,0.6
1,2022-08-20,XBB,Omicron,Other,0,NA,NA
1,2022-08-20,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-08-27,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-08-27,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-08-27,BA.1.1,Omicron,BA.1,0.1,0,0.8
1,2022-08-27,BA.2,Omicron,BA.2,0.3,0.1,0.8
1,2022-08-27,BA.2.12.1,Omicron,BA.2.12,0.6,0.2,1.4
1,2022-08-27,BA.2.75,Omicron,BA.2.75,0.5,0.2,1.2
1,2022-08-27,BA.2.75.2,Omicron,BA.2.75,0.1,0,0.4
1,2022-08-27,BA.4,Omicron,BA.4,2.8,1.6,4.7
1,2022-08-27,BA.4.6,Omicron,Other,8.7,6.6,11.1
1,2022-08-27,BA.5,Omicron,BA.5,85.4,82.4,88.2
1,2022-08-27,BA.5.2.6,Omicron,BA.5,0.1,0,0.4
1,2022-08-27,BF.11,NA,Other,0.3,0.1,0.8
1,2022-08-27,BF.7,NA,Other,0.7,0.3,1.3
1,2022-08-27,BN.1,NA,Other,0,NA,NA
1,2022-08-27,BQ.1,Omicron,Other,0,0,0.3
1,2022-08-27,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-08-27,Other,NA,Other,0.2,0,0.6
1,2022-08-27,XBB,Omicron,Other,0,NA,NA
1,2022-08-27,XBB.1.5,Omicron,Other,0,NA,NA
